,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5Yrs,Unnamed: 0,id,name,season
1060,Mike Bibby,50,35.2,13.2,5.2,12.1,0.3,1.5,2.5,3.4,0.6,2.1,6.5,1.6,0.1,2.9,1,,,,
1061,Paul Pierce,48,34.0,16.5,5.9,13.5,1.8,4.3,2.9,4.1,2.4,4.0,2.4,1.7,1.0,2.4,1,,,,
1062,Elfrid Payton,82,30.4,8.9,3.7,8.6,0.1,0.5,1.4,2.6,1.3,3.0,6.5,1.7,0.2,2.5,0,,,,
1063,Michael Dickerson,50,31.2,10.9,4.3,9.2,1.4,3.3,0.9,1.4,0.5,1.1,1.9,0.5,0.2,1.3,1,,,,
1064,Jamie Feick,28,30.4,6.3,2.4,4.8,0.0,0.0,1.5,2.1,4.0,6.3,0.9,0.9,0.6,1.2,1,,,,
1065,Jamie Feick,41,15.2,3.7,1.4,3.8,0.1,0.3,0.8,1.6,2.0,3.2,0.6,0.4,0.3,0.8,1,,,,
1066,Cuttino Mobley,49,29.7,9.9,3.5,8.3,1.1,3.0,1.8,2.2,0.4,1.8,2.5,0.9,0.5,1.6,1,,,,
1067,Tyrone Nesby,50,25.8,10.1,3.6,8.1,0.7,1.9,2.1,2.7,1.1,2.4,1.6,1.5,0.4,1.1,0,,,,
1068,Antawn Jamison,47,22.5,9.6,3.8,8.4,0.1,0.2,1.9,3.3,2.8,3.6,0.7,0.8,0.3,1.4,1,,,,
1069,Matt Harpring,50,22.3,8.2,3.0,6.4,0.2,0.5,2.0,2.9,1.8,2.5,0.9,0.6,0.1,1.5,1,,,,
1070,Jabari Parker,25,29.5,12.3,5.2,10.5,0.2,0.6,1.8,2.6,2.0,3.5,1.7,1.2,0.2,1.9,0,,,,
1071,Larry Hughes,50,19.8,9.1,3.4,8.3,0.2,1.0,2.1,3.0,1.7,2.1,1.5,0.9,0.3,1.4,1,,,,
1072,Robert Traylor,49,16.0,5.3,2.2,4.1,0.0,0.0,0.9,1.6,1.6,2.1,0.8,0.9,0.9,0.9,1,,,,
1073,Michael Doleac,49,15.9,6.2,2.6,5.4,0.0,0.0,1.1,1.6,1.3,1.7,0.4,0.4,0.3,0.5,1,,,,
1074,Cory Carr,42,14.9,4.1,1.7,5.1,0.1,0.7,0.6,0.8,0.2,1.0,1.6,0.5,0.2,1.1,0,,,,
1075,Keon Clark,28,14.6,3.3,1.3,2.9,0.0,0.0,0.8,1.3,1.3,2.1,0.4,0.4,1.1,0.8,1,,,,
1076,Damon Jones,24,14.3,5.2,1.8,5.0,1.0,2.6,0.6,0.7,0.3,1.6,1.8,0.5,0.0,0.7,1,,,,
1077,Pat Garrity,39,13.8,5.6,2.2,4.4,0.2,0.5,1.0,1.4,0.7,1.3,0.5,0.2,0.1,0.5,1,,,,
1078,Marcus Smart,67,27.0,7.8,2.6,7.1,1.4,4.1,1.2,1.9,0.9,2.4,3.1,1.5,0.3,1.3,0,,,,
1079,Bryce Drew,34,13.0,3.5,1.4,3.8,0.5,1.4,0.2,0.2,0.1,0.9,1.5,0.3,0.1,0.9,1,,,,
1080,Jelani McCoy,26,12.7,5.1,2.2,2.9,0.0,0.0,0.8,1.6,1.0,2.0,0.2,0.4,0.8,0.4,1,,,,
1081,Brad Miller,38,12.3,6.3,2.1,3.6,0.0,0.1,2.1,2.7,0.9,2.2,0.6,0.2,0.5,0.8,1,,,,
1082,Ricky Davis,46,12.1,4.5,1.8,4.3,0.0,0.3,1.0,1.3,0.9,1.0,1.3,0.7,0.1,1.2,1,,,,
1083,J.R. Henderson,30,11.0,3.2,1.2,3.2,0.1,0.2,0.8,1.5,0.7,0.9,0.7,0.3,0.1,0.6,0,,,,
1084,Corey Benjamin,31,10.3,3.8,1.4,3.8,0.1,0.5,0.9,1.3,0.5,0.8,0.3,0.3,0.3,0.7,0,,,,
1085,Roshown McLeod,34,10.2,4.8,1.8,4.8,0.0,0.3,1.1,1.3,0.4,1.1,0.4,0.1,0.0,0.7,0,,,,
1086,Earl Boykins,22,10.0,3.0,1.4,3.6,0.1,0.8,0.1,0.1,0.3,0.5,1.5,0.3,0.0,0.9,1,,,,
1087,Toby Bailey,27,9.2,2.9,1.3,3.2,0.0,0.2,0.3,0.5,0.9,1.1,0.5,0.3,0.1,0.4,0,,,,
1088,Marlon Garnett,24,8.5,2.1,0.6,2.1,0.3,1.0,0.6,0.8,0.1,0.8,0.8,0.2,0.0,0.5,0,,,,
1089,Jordan Clarkson,59,25.0,11.9,4.5,10.1,0.6,2.1,2.2,2.7,0.9,2.3,3.5,0.9,0.2,1.6,0,,,,
1090,Andrae Patterson,35,8.1,3.3,1.2,2.8,0.0,0.1,0.8,1.0,0.9,1.0,0.4,0.5,0.2,0.6,0,,,,
1091,Gerald Brown,33,7.2,2.4,1.0,2.7,0.1,0.3,0.3,0.4,0.2,0.5,0.9,0.1,0.0,0.7,0,,,,
1092,Ruben Patterson,24,6.0,2.7,0.9,2.1,0.0,0.3,0.9,1.3,0.7,0.5,0.1,0.2,0.1,0.5,1,,,,
1093,Nazr Mohammed,26,4.7,1.6,0.6,1.6,0.0,0.0,0.5,0.8,0.7,0.7,0.1,0.2,0.1,0.5,1,,,,
1094,Keith Van Horn,62,37.5,19.7,7.2,16.9,1.1,3.6,4.2,4.9,2.3,4.3,1.7,1.0,0.4,2.6,1,,,,
1095,Ron Mercer,80,33.3,15.3,6.4,14.3,0.0,0.4,2.4,2.8,1.4,2.1,2.2,1.6,0.2,1.6,1,,,,
1096,Brevin Knight,80,31.0,9.0,3.3,7.4,0.0,0.1,2.5,3.1,0.8,2.3,8.2,2.5,0.2,2.4,1,,,,
1097,Cedric Henderson,82,30.8,10.1,4.2,8.8,0.0,0.0,1.7,2.3,0.9,3.1,2.0,1.2,0.6,2.0,1,,,,
1098,Bobby Jackson,68,30.0,11.6,4.6,11.6,0.3,1.2,2.2,2.7,1.1,3.3,4.7,1.5,0.2,2.7,1,,,,
1099,Zach LaVine,77,24.7,10.1,3.7,8.8,0.7,2.2,1.9,2.3,0.4,2.4,3.6,0.7,0.1,2.5,0,,,,
1100,Anthony Johnson,77,29.4,7.5,2.9,7.9,0.5,1.7,1.0,1.4,0.7,1.6,4.3,0.8,0.1,1.6,1,,,,
1101,Derek Anderson,66,27.9,11.7,3.6,8.9,0.3,1.3,4.2,4.8,0.8,2.0,3.4,1.3,0.2,1.9,1,,,,
1102,Chauncey Billups,80,27.7,11.2,3.5,9.4,1.3,4.1,2.8,3.3,0.8,1.6,3.9,1.3,0.1,2.2,1,,,,
1103,Antonio Daniels,74,26.4,7.8,3.1,7.4,0.1,0.7,1.5,2.3,0.3,1.6,4.5,0.7,0.1,2.2,1,,,,
1104,Eric Washington,66,23.3,7.7,3.0,7.5,0.7,2.1,1.0,1.3,0.7,1.2,1.2,0.8,0.4,1.1,0,,,,
1105,Tony Battie,65,23.2,8.4,3.6,8.1,0.0,0.2,1.1,1.6,2.1,3.3,0.9,0.8,1.1,1.5,1,,,,
1106,Tim Thomas,77,23.1,11.0,4.0,8.9,0.8,2.2,2.2,3.0,1.4,2.4,1.2,0.7,0.2,1.5,1,,,,
1107,Danny Fortson,80,22.6,10.2,3.5,7.6,0.0,0.0,3.3,4.2,2.3,3.3,1.0,0.6,0.4,2.0,1,,,,
1108,Maurice Taylor,71,21.3,11.5,4.5,9.5,0.0,0.0,2.4,3.4,1.7,2.5,0.7,0.5,0.6,1.5,1,,,,
1109,Lawrence Funderburke,52,21.0,9.5,3.7,7.5,0.0,0.1,2.1,3.1,1.5,3.0,1.2,0.4,0.3,1.2,1,,,,
1110,Alvin Williams,54,19.8,6.0,2.3,5.2,0.2,0.5,1.2,1.7,0.4,1.1,1.9,0.7,0.1,1.1,1,,,,
1111,Rodrick Rhodes,58,18.4,5.8,1.9,5.3,0.0,0.1,1.9,3.1,0.5,0.7,1.9,1.1,0.2,1.7,0,,,,
1112,Tracy McGrady,64,18.4,7.0,2.8,6.2,0.2,0.6,1.2,1.7,1.6,2.6,1.5,0.8,0.9,1.0,1,,,,
1113,Rick Brunson,38,16.4,4.3,1.3,3.7,0.6,1.6,1.1,1.6,0.4,1.1,2.6,0.7,0.1,1.4,1,,,,
1114,Jerald Honeycutt,38,13.9,6.4,2.4,5.8,0.8,2.0,0.9,1.5,0.7,1.7,0.9,0.5,0.2,1.3,0,,,,
1115,Kelvin Cato,74,13.6,3.8,1.3,3.1,0.0,0.0,1.2,1.7,1.2,2.2,0.3,0.4,1.3,0.6,1,,,,
1116,Domantas Sabonis,34,21.1,6.4,2.6,6.0,1.0,2.4,0.1,0.2,0.5,3.1,1.3,0.6,0.5,1.1,0,,,,
1117,Adreian Payne,32,23.1,6.7,2.8,6.9,0.0,0.3,0.9,1.4,1.5,3.6,0.9,0.6,0.3,1.4,0,13.0,203940.0,Adreian Payne,2014.0
1118,Keith Closs,58,12.8,4.0,1.6,3.6,0.0,0.0,0.8,1.3,1.1,1.8,0.3,0.2,1.4,0.7,0,,,,
1119,Kevin Ollie,35,12.3,3.5,1.1,2.8,0.0,0.0,1.4,2.0,0.3,0.9,1.9,0.4,0.0,1.3,1,,,,
1120,Bubba Wells,39,10.1,3.3,1.2,3.0,0.0,0.2,0.8,1.1,0.6,1.2,0.9,0.4,0.1,0.8,0,,,,
1121,John Thomas,54,9.9,2.8,1.0,2.1,0.0,0.0,0.8,1.0,0.9,1.1,0.3,0.4,0.2,0.8,1,,,,
1122,Travis Williams,39,9.4,3.5,1.4,3.1,0.0,0.0,0.6,1.2,1.4,1.0,0.5,0.5,0.1,0.8,0,,,,
1123,Jacque Vaughn,45,9.3,3.1,1.0,2.7,0.1,0.2,1.1,1.5,0.1,0.8,1.9,0.2,0.0,1.2,1,,,,
1124,Chris Garner,38,7.7,1.4,0.6,1.8,0.1,0.4,0.1,0.2,0.2,0.4,1.2,0.6,0.1,0.7,0,,,,
1125,Chris Crawford,40,6.4,3.8,1.2,2.8,0.0,0.1,1.4,1.7,0.5,0.5,0.2,0.3,0.2,0.5,1,,,,
1126,Anthony Parker,37,5.3,1.9,0.7,1.7,0.2,0.8,0.4,0.5,0.2,0.5,0.5,0.3,0.1,0.3,1,,,,
1127,Allen Iverson*,76,40.1,23.5,8.2,19.8,2.0,6.0,5.0,7.2,1.5,2.6,7.5,2.1,0.3,4.4,1,,,,
1128,Kerry Kittles,82,36.7,16.4,6.2,14.5,1.9,5.1,2.1,2.8,1.3,2.6,3.0,1.9,0.4,1.6,1,,,,
1129,Antoine Walker,82,36.2,17.5,7.0,16.5,0.6,1.9,2.8,4.5,3.5,5.5,3.2,1.3,0.7,2.8,1,,,,
1130,Shareef Abdur-Rahim,80,35.0,18.7,6.9,15.2,0.1,0.3,4.8,6.5,2.7,4.2,2.2,1.0,1.0,2.8,1,,,,
1131,Stephon Marbury,67,34.7,15.8,5.3,13.0,1.5,4.3,3.7,5.0,0.8,1.9,7.8,1.0,0.3,3.1,1,,,,
1132,Ray Allen,82,30.9,13.4,4.8,11.1,1.4,3.6,2.5,3.0,1.2,2.8,2.6,0.9,0.1,1.8,1,,,,
1133,Marcus Camby,63,30.1,14.8,6.0,12.3,0.0,0.2,2.9,4.2,2.1,4.2,1.5,1.1,2.1,2.1,1,,,,
1134,Matt Maloney,82,29.1,9.4,3.3,7.5,1.9,4.6,0.9,1.1,0.2,1.7,3.7,1.0,0.0,1.5,1,,,,
1135,Lorenzen Wright,77,25.1,7.3,3.1,6.4,0.0,0.1,1.1,1.9,2.7,3.4,0.6,0.6,0.8,1.0,1,,,,
1136,K.J. McDaniels,62,21.8,7.9,2.8,7.0,0.7,2.4,1.6,2.1,1.0,2.2,1.2,0.7,1.1,1.7,0,10.0,203909.0,KJ McDaniels,2014.0
1137,Dean Garrett,68,24.5,8.0,3.3,5.7,0.0,0.0,1.4,2.0,2.2,5.1,0.6,0.6,1.4,0.5,1,,,,
1138,Chris Robinson,41,16.6,4.6,1.7,4.4,0.8,2.2,0.4,0.6,0.6,1.2,1.6,0.7,0.2,0.8,0,,,,
1139,Shandon Anderson,65,16.4,5.9,2.3,4.9,0.4,0.7,1.0,1.5,0.8,2.0,0.8,0.4,0.1,1.1,1,,,,
1140,Travis Knight,71,16.3,4.8,2.0,3.9,0.0,0.0,0.9,1.4,1.8,2.7,0.5,0.4,0.8,0.7,1,,,,
1141,Kobe Bryant,71,15.5,7.6,2.5,5.9,0.7,1.9,1.9,2.3,0.7,1.2,1.3,0.7,0.3,1.6,1,,,,
1142,Randy Livingston,64,15.3,3.9,1.6,3.6,0.1,0.3,0.7,1.0,0.5,1.0,2.4,0.6,0.2,1.6,1,,,,
1143,Othella Harrington,57,15.1,4.8,2.0,3.6,0.0,0.1,0.9,1.4,1.3,2.2,0.3,0.2,0.4,1.0,1,,,,
1144,Erick Dampier,72,14.6,5.1,1.8,4.7,0.0,0.0,1.5,2.3,1.3,2.8,0.6,0.3,1.0,1.2,1,,,,
1145,Rodney Hood,50,21.3,8.7,3.1,7.5,1.2,3.4,1.2,1.6,0.2,2.2,1.7,0.6,0.2,0.9,0,,,,
1146,Tony Delk,61,14.2,5.4,2.0,4.2,0.9,1.8,0.7,0.8,0.5,1.1,1.6,0.6,0.1,1.1,1,,,,
1147,Samaki Walker,43,14.0,5.0,1.9,4.3,0.0,0.0,1.1,1.7,1.1,2.3,0.4,0.3,0.5,0.9,1,,,,
1148,Todd Fuller,75,12.7,4.1,1.5,3.5,0.0,0.0,1.0,1.5,1.4,1.9,0.3,0.1,0.3,0.7,1,,,,
1149,John Wallace,68,11.6,4.8,1.8,3.5,0.0,0.1,1.2,1.6,0.8,1.5,0.5,0.3,0.4,1.1,1,,,,
1150,Derek Fisher,80,11.5,3.9,1.3,3.3,0.3,0.9,1.0,1.5,0.3,0.9,1.5,0.5,0.1,0.9,1,,,,
1151,Ray Owes,57,10.4,3.1,1.3,3.2,0.0,0.1,0.5,0.8,1.1,1.7,0.3,0.3,0.3,0.4,0,,,,
1152,Jermaine O'Neal,45,10.2,4.1,1.5,3.4,0.0,0.0,1.0,1.7,0.9,1.9,0.2,0.0,0.6,0.6,1,,,,
1153,Malik Rose,54,9.7,3.0,1.1,2.4,0.0,0.0,0.7,1.1,1.3,1.7,0.6,0.5,0.3,0.8,1,,,,
1154,Brett Szabo,70,9.5,2.2,0.8,1.7,0.0,0.0,0.6,0.9,0.8,1.6,0.2,0.2,0.5,0.6,0,,,,
1155,Jerami Grant,65,21.2,6.3,1.9,5.4,0.8,2.4,1.8,3.0,0.8,2.3,1.2,0.6,1.1,1.3,0,,,,
1156,Darvin Ham,36,8.8,2.3,0.9,1.7,0.0,0.0,0.5,1.0,0.8,0.8,0.4,0.3,0.2,0.6,1,,,,
1157,Steve Hamer,35,7.7,2.2,0.9,1.6,0.0,0.1,0.5,0.8,0.5,1.2,0.2,0.1,0.1,0.4,0,,,,
1158,Walter McCarty,35,5.5,1.8,0.7,1.9,0.1,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.3,0.5,1,,,,
1159,Priest Lauderdale,35,5.1,3.2,1.4,2.5,0.0,0.0,0.4,0.7,0.5,0.8,0.3,0.0,0.3,1.1,0,,,,
1160,Damon Stoudamire,70,40.9,19.0,6.9,16.1,1.9,4.8,3.4,4.2,0.8,3.2,9.3,1.4,0.3,3.8,1,,,,
1161,Michael Finley,82,39.2,15.0,5.7,11.9,0.7,2.3,3.0,3.9,1.7,2.9,3.5,1.0,0.4,1.6,1,,,,
1162,Jerry Stackhouse,72,37.5,19.2,6.3,15.2,1.3,4.1,5.4,7.2,1.3,2.4,3.9,1.1,1.1,3.5,1,,,,
1163,Joe Smith,82,34.4,15.3,5.7,12.5,0.1,0.3,3.7,4.8,3.7,5.1,1.0,1.0,1.6,1.7,1,,,,
1164,Bryant Reeves,77,31.9,13.3,5.2,11.4,0.0,0.0,2.8,3.9,2.3,5.1,1.4,0.6,0.7,2.0,1,,,,
1165,Tyus Edney,80,31.0,10.8,3.8,9.3,0.7,1.8,2.5,3.2,0.8,1.7,6.1,1.1,0.0,2.4,0,,,,
1166,Antonio McDyess,76,30.0,13.4,5.6,11.6,0.0,0.1,2.2,3.2,3.0,4.5,1.0,0.7,1.5,2.0,1,,,,
1167,Kevin Garnett,80,28.7,10.4,4.5,9.2,0.1,0.4,1.3,1.9,2.2,4.1,1.8,1.1,1.6,1.4,1,,,,
1168,Rasheed Wallace,65,27.5,10.1,4.2,8.7,0.4,1.3,1.2,1.8,1.4,3.2,1.3,0.7,0.8,1.6,1,,,,
1169,Brent Barry,79,24.0,10.1,3.6,7.6,1.6,3.7,1.4,1.7,0.5,1.6,2.9,1.2,0.3,1.5,1,,,,
1170,Eric Williams,64,23.0,10.7,3.8,8.5,0.0,0.2,3.1,4.7,1.4,2.0,1.1,0.9,0.2,1.4,1,,,,
1171,Kurt Thomas,74,22.4,9.0,3.7,7.4,0.0,0.0,1.6,2.4,1.6,4.3,0.6,0.6,0.5,1.3,1,,,,
1172,Ashraf Amaya,54,20.4,6.3,2.2,4.7,0.0,0.0,1.8,2.8,2.1,3.5,0.6,0.4,0.2,1.1,0,,,,
1173,Alan Henderson,79,17.9,6.4,2.4,5.5,0.0,0.0,1.5,2.5,2.1,2.4,0.6,0.6,0.5,1.1,1,,,,
1174,Gary Trent,69,17.7,7.5,3.2,6.2,0.0,0.1,1.1,2.0,1.2,2.2,0.7,0.4,0.2,1.3,1,,,,
1175,Loren Meyer,72,17.6,5.0,2.0,4.6,0.0,0.2,1.0,1.4,1.6,2.8,0.8,0.3,0.4,0.9,0,,,,
1176,Theo Ratliff,75,17.4,4.5,1.7,3.1,0.0,0.0,1.1,1.6,1.5,2.5,0.2,0.2,1.6,0.8,1,,,,
1177,Anthony Goldwire,42,14.8,5.5,1.8,4.5,0.8,2.0,1.1,1.4,0.2,0.8,2.7,0.4,0.0,1.5,1,,,,
1178,Bob Sura,79,14.6,5.3,1.9,4.6,0.3,1.0,1.3,1.8,0.4,1.3,2.9,0.7,0.3,1.5,1,,,,
1179,Don Reid,69,14.4,3.8,1.5,2.7,0.0,0.0,0.7,1.1,1.1,1.8,0.2,0.7,0.6,0.6,1,,,,
1180,Jimmy King,62,14.0,4.5,1.8,4.1,0.1,0.5,0.9,1.2,0.7,1.1,1.4,0.3,0.2,1.0,0,,,,
1181,Shawn Respert,62,13.6,4.9,1.8,4.7,0.7,2.0,0.6,0.7,0.5,0.7,1.1,0.5,0.1,0.7,0,,,,
1182,Shabazz Napier,51,19.8,5.1,1.7,4.5,0.8,2.3,0.9,1.1,0.3,1.9,2.5,0.8,0.1,1.6,0,,,,
1183,Cherokee Parks,64,13.6,3.9,1.6,3.9,0.1,0.4,0.6,1.0,1.0,2.3,0.5,0.4,0.5,0.5,1,,,,
1184,Lawrence Moten,44,13.0,6.6,2.5,5.6,0.4,1.3,1.1,1.7,0.8,0.6,1.1,0.7,0.2,1.0,0,,,,
1185,Greg Ostertag,57,11.6,3.6,1.5,3.2,0.0,0.0,0.6,0.9,1.0,2.1,0.1,0.1,1.1,0.4,1,,,,
1186,Corliss Williamson,53,11.5,5.6,2.4,5.1,0.0,0.1,0.9,1.6,1.1,1.1,0.4,0.2,0.2,1.4,1,,,,
1187,Terrence Rencher,36,11.3,2.9,0.9,2.8,0.3,0.8,0.9,1.3,0.3,1.0,1.5,0.4,0.1,1.2,0,,,,
1188,Chris Carr,60,9.8,4.0,1.5,3.6,0.2,0.7,0.8,1.0,0.5,1.3,0.7,0.2,0.1,0.7,1,,,,
1189,Travis Best,59,9.7,3.7,1.2,2.8,0.1,0.4,1.3,1.5,0.2,0.6,1.6,0.3,0.1,1.1,1,,,,
1190,Jason Caffey,57,9.6,3.2,1.2,2.8,0.0,0.0,0.7,1.2,0.9,1.1,0.4,0.2,0.1,0.8,1,,,,
1191,Elijah Millsap,47,19.7,5.3,1.7,5.1,0.6,1.9,1.2,1.8,0.6,2.6,1.2,1.2,0.3,1.4,0,21.0,202407.0,Elijah Millsap,2014.0
1192,Eric Snow,43,9.0,2.7,1.0,2.3,0.0,0.2,0.7,1.1,0.2,0.8,1.7,0.7,0.0,0.9,1,,,,
1193,Jerome Allen,41,8.8,2.6,0.9,2.6,0.2,0.8,0.6,0.9,0.1,0.5,1.2,0.5,0.1,0.8,0,,,,
1194,Junior Burrough,61,8.1,3.1,1.0,2.8,0.0,0.0,1.0,1.5,0.7,1.0,0.2,0.3,0.2,0.7,0,,,,
1195,Lou Roe,49,7.6,1.8,0.7,1.8,0.0,0.2,0.5,0.7,0.6,1.0,0.3,0.2,0.2,0.3,0,,,,
1196,Marques Bragg,53,7.0,2.5,1.0,2.3,0.0,0.0,0.4,0.8,0.7,0.8,0.2,0.3,0.1,0.5,0,,,,
1197,Todd Mundt,33,4.6,1.1,0.5,1.2,0.0,0.0,0.2,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0,,,,
1198,Grant Hill,70,38.3,19.9,7.3,15.2,0.1,0.4,5.3,7.3,1.8,4.6,5.0,1.8,0.9,2.9,1,,,,
1199,Glenn Robinson,80,37.0,21.9,8.0,17.6,1.1,3.4,5.0,6.2,2.1,4.3,2.5,1.4,0.3,3.9,0,,,,
1200,Juwan Howard,65,36.1,17.0,7.0,14.3,0.0,0.1,3.0,4.5,2.8,5.6,2.5,0.8,0.2,2.5,1,,,,
1201,Tarik Black,63,19.0,6.0,2.5,4.3,0.0,0.0,1.0,1.9,2.3,3.6,0.7,0.3,0.4,0.8,0,17.0,204028.0,Tarik Black,2014.0
1202,Jason Kidd,79,33.8,11.7,4.2,10.8,0.9,3.3,2.4,3.5,1.9,3.5,7.7,1.9,0.3,3.2,1,,,,
1203,Lamond Murray,81,31.6,14.1,5.4,13.5,0.8,2.7,2.5,3.3,1.6,2.7,1.6,0.9,0.7,2.0,1,,,,
1204,Eddie Jones,64,31.0,14.0,5.3,11.6,1.4,3.8,1.9,2.6,1.2,2.7,2.0,2.0,0.6,1.2,1,,,,
1205,Eric Montross,78,29.7,10.0,3.9,7.4,0.0,0.0,2.1,3.4,2.5,4.7,0.5,0.4,0.8,1.4,1,,,,
1206,Donyell Marshall,72,29.0,12.6,4.8,12.2,1.0,3.4,2.0,3.1,1.9,3.7,1.5,0.6,1.2,1.6,1,,,,
1207,Brian Grant,80,28.6,13.2,5.2,10.1,0.0,0.1,2.9,4.5,2.6,4.9,1.2,0.6,1.4,2.0,1,,,,
1208,Sharone Wright,79,25.9,11.4,4.6,9.8,0.0,0.1,2.3,3.6,2.4,3.6,0.6,0.5,1.3,1.9,0,,,,
1209,Wesley Person,78,23.1,10.4,4.0,8.2,1.5,3.4,1.0,1.3,0.9,1.7,1.3,0.6,0.3,1.0,1,,,,
1210,Clifford Rozier,66,22.6,6.8,2.9,5.9,0.0,0.1,1.0,2.3,3.0,4.3,0.7,0.5,0.6,1.4,0,,,,
1211,Jalen Rose,81,22.2,8.2,2.8,6.2,0.4,1.4,2.1,2.9,0.7,2.0,4.8,0.8,0.3,2.0,1,,,,
1212,Tyler Johnson,32,18.8,5.9,2.2,5.2,0.6,1.5,1.0,1.5,0.4,2.1,1.3,1.0,0.3,0.9,0,,,,
1213,Khalid Reeves,67,21.8,9.2,3.1,6.9,1.0,2.6,2.1,2.9,0.8,2.0,4.3,1.1,0.1,2.0,1,,,,
1214,Chris Childs,53,19.3,5.8,2.0,5.3,0.8,2.4,1.0,1.4,0.3,1.0,4.1,0.8,0.1,1.4,1,,,,
1215,Aaron McKie,45,18.4,6.5,2.6,5.8,0.2,0.6,1.1,1.6,0.8,2.1,2.0,0.8,0.4,0.9,1,,,,
1216,Ryan Lorthridge,37,18.2,7.4,2.9,6.0,0.1,0.4,1.5,2.4,0.6,1.3,2.7,0.8,0.0,1.5,0,,,,
1217,Derrick Alston,64,16.1,4.7,1.9,4.0,0.0,0.1,0.9,1.9,1.5,1.9,0.5,0.6,0.6,0.8,0,,,,
1218,Anthony Tucker,62,15.8,3.9,1.5,3.4,0.0,0.0,0.8,1.3,0.7,2.0,1.1,0.7,0.2,0.9,0,,,,
1219,Greg Minor,63,15.0,6.0,2.5,4.8,0.0,0.2,1.0,1.2,0.8,1.4,1.0,0.5,0.3,0.7,1,,,,
1220,Eric Piatkowski,81,14.9,7.0,2.5,5.6,0.9,2.4,1.1,1.4,0.8,0.9,1.0,0.5,0.2,0.8,1,,,,
1221,B.J. Tyler,55,14.7,3.5,1.3,3.4,0.3,0.9,0.6,0.9,0.2,0.9,3.2,0.7,0.0,1.8,0,,,,
1222,Eric Mobley,46,12.8,3.9,1.7,2.9,0.0,0.0,0.5,1.0,1.2,2.1,0.5,0.2,0.6,0.5,0,,,,
1223,Monty Williams,41,12.3,3.3,1.5,3.2,0.0,0.2,0.4,0.9,1.0,1.4,1.2,0.5,0.1,1.0,1,,,,
1224,Anthony Miller,46,11.5,4.1,1.5,2.9,0.0,0.1,1.0,1.7,1.5,1.8,0.8,0.4,0.1,0.8,1,,,,
1225,Howard Eisley,49,11.3,2.4,0.8,2.5,0.2,0.8,0.6,0.8,0.2,0.7,1.9,0.4,0.1,1.0,1,,,,
1226,Bill Curley,53,11.2,2.7,1.1,2.5,0.0,0.0,0.5,0.7,1.0,1.3,0.5,0.4,0.4,0.5,1,,,,
1227,Jamie Watson,60,11.2,3.3,1.3,2.5,0.1,0.3,0.6,0.9,0.3,1.0,1.0,0.6,0.2,0.8,0,,,,
1228,Tony Dumas,58,10.6,4.6,1.7,4.3,0.4,1.3,0.9,1.3,0.6,0.5,1.0,0.2,0.1,0.9,0,,,,
1229,Dickey Simpkins,59,9.9,3.5,1.3,3.1,0.0,0.0,0.8,1.2,1.0,1.5,0.6,0.2,0.1,0.8,1,,,,
1230,Jim McIlvaine,55,9.7,1.7,0.6,1.3,0.0,0.0,0.5,0.7,0.7,1.2,0.2,0.2,1.1,0.3,1,,,,
1231,Dwayne Morton,41,9.6,4.1,1.2,3.1,0.2,0.6,1.4,2.1,0.5,0.9,0.4,0.3,0.4,0.7,0,,,,
1232,Darrin Hancock,46,9.2,3.3,1.5,2.6,0.0,0.1,0.3,0.8,0.3,0.8,0.7,0.4,0.1,0.7,0,,,,
1233,Tim Breaux,42,8.1,3.0,1.1,2.9,0.1,0.6,0.8,1.2,0.4,0.4,0.4,0.3,0.1,0.4,0,,,,
1234,Trevor Ruffin,49,6.5,4.8,1.7,4.0,0.8,2.0,0.6,0.8,0.2,0.3,1.0,0.3,0.0,1.0,0,,,,
1235,Brooks Thompson,38,6.5,3.1,1.2,3.0,0.5,1.5,0.2,0.3,0.2,0.4,1.1,0.3,0.1,0.7,0,,,,
1236,Anfernee Hardaway,82,36.8,16.0,6.2,13.3,0.6,2.3,3.0,4.0,2.3,3.0,6.6,2.3,0.6,3.6,1,,,,
1237,Jamal Mashburn,79,36.7,19.2,7.1,17.5,1.1,3.8,3.9,5.5,1.4,3.1,3.4,1.1,0.2,3.1,1,,,,
1238,Nick Van Exel,81,33.3,13.6,5.1,13.0,1.5,4.5,1.9,2.4,0.6,2.4,5.8,1.1,0.1,1.8,1,,,,
1239,Chris Webber,76,32.1,17.5,7.5,13.6,0.0,0.2,2.5,4.7,4.0,5.1,3.6,1.2,2.2,2.7,1,,,,
1240,Aaron Gordon,47,17.0,5.2,2.0,4.4,0.3,1.0,0.9,1.3,1.0,2.6,0.7,0.5,0.5,0.8,0,,,,
1241,Vin Baker,82,31.2,13.5,5.3,10.6,0.0,0.1,2.9,5.0,3.4,4.2,2.0,0.7,1.4,2.0,1,,,,
1242,Isaiah Rider,79,30.6,16.6,6.6,14.1,0.7,1.9,2.7,3.4,1.5,2.5,2.6,0.7,0.3,2.8,1,,,,
