Name,GP,MIN,PTS,FGS,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,5Yrs
Lee Nailon,42,11.2,3.9,1.6,3.2,0.0,0.0,0.8,1.0,0.7,1.5,0.6,0.2,0.1,0.6,1
Eddie House,50,11.0,5.0,2.1,4.9,0.4,1.1,0.5,0.7,0.1,0.7,1.0,0.3,0.0,0.7,1
Paul McPherson,55,10.8,4.8,2.0,3.9,0.0,0.2,0.8,1.1,0.7,0.7,0.7,0.5,0.1,0.8,0
Daniel Santiago,54,10.8,3.1,1.2,2.5,0.0,0.0,0.8,1.1,0.6,1.2,0.2,0.3,0.4,0.9,0
Isaiah Whitehead,25,22.6,6.7,2.6,6.4,0.5,1.8,0.9,1.2,0.2,2.0,3.0,0.7,0.5,2.2,0
Darrun Hilliard,38,10.1,4.0,1.4,3.4,0.5,1.3,0.8,1.1,0.1,1.1,0.7,0.2,0.0,0.5,0
Mark Madsen,70,9.2,2.0,0.8,1.6,0.0,0.0,0.4,0.5,1.1,1.1,0.3,0.1,0.1,0.4,1
DeShawn Stevenson,40,7.3,2.2,0.8,2.3,0.0,0.3,0.7,1.0,0.2,0.5,0.5,0.3,0.1,0.7,1
Elton Brand,81,37.0,20.1,7.8,16.1,0.0,0.0,4.5,6.6,4.3,5.7,1.9,0.8,1.6,2.8,1
Lamar Odom,76,36.4,16.6,5.9,13.5,0.8,2.2,4.0,5.5,2.1,5.7,4.2,1.2,1.3,3.4,1
Steve Francis,77,36.1,18.0,6.5,14.5,1.4,4.0,3.7,4.7,2.0,3.3,6.6,1.5,0.4,4.0,1
Metta World Peace,72,31.1,12.0,4.3,10.5,0.8,2.7,2.6,3.9,0.9,3.4,2.8,1.6,0.5,2.3,1
Walt Szczerbiak,73,29.7,11.6,4.7,9.2,0.4,1.1,1.8,2.2,1.2,2.5,2.8,0.8,0.3,1.1,0
Adrian Griffin,72,26.8,6.7,2.4,5.7,0.2,0.8,1.7,2.2,1.8,3.4,2.5,1.6,0.2,1.3,1
Andre Miller,82,25.5,11.1,4.1,9.2,0.1,0.6,2.8,3.6,1.0,2.4,5.8,1.0,0.2,2.0,1
James Posey,81,25.3,8.2,2.8,6.6,1.0,2.7,1.5,1.9,1.0,2.9,1.8,1.2,0.4,1.2,1
Kenny Thomas,72,25.0,8.3,2.9,7.4,0.4,1.7,1.9,2.9,2.0,4.0,1.6,0.8,0.3,1.6,1
Shawn Marion,51,24.7,10.2,4.4,9.2,0.1,0.4,1.4,1.7,2.1,4.5,1.4,0.8,1.0,1.0,1
Vonteego Cummings,75,23.9,9.4,3.5,8.7,0.7,2.0,1.7,2.3,0.8,1.7,3.3,1.2,0.2,1.8,0
Anthony Carter,79,23.5,6.3,2.5,6.4,0.0,0.3,1.2,1.6,0.6,1.9,4.8,1.2,0.1,2.2,1
Jason Terry,81,23.3,8.1,3.1,7.4,0.6,1.9,1.4,1.7,0.3,1.8,4.3,1.1,0.1,1.9,1
Chucky Atkins,82,19.8,9.5,3.8,9.0,0.7,2.0,1.2,1.6,0.2,1.3,3.7,0.6,0.0,1.7,1
Richard Hamilton,71,19.3,9.0,3.6,8.5,0.4,1.1,1.5,1.9,0.5,1.3,1.5,0.4,0.1,1.2,1
Greg Buckner,48,19.2,5.7,2.3,4.9,0.2,0.5,0.9,1.3,1.2,2.5,1.1,0.8,0.4,0.8,1
Langston Galloway,45,32.4,11.8,4.5,11.4,1.4,3.9,1.4,1.7,0.8,3.4,3.3,1.2,0.3,1.4,0
Baron Davis,82,18.6,5.9,2.2,5.3,0.3,1.4,1.2,1.9,0.6,1.4,3.8,1.2,0.2,1.7,1
Corey Maggette,77,17.8,8.4,2.9,6.1,0.0,0.1,2.5,3.4,1.6,2.3,0.8,0.3,0.3,1.8,1
Eddie Robinson,67,16.6,7.0,3.2,5.8,0.0,0.1,0.7,1.0,0.8,1.9,0.5,0.7,0.4,0.6,1
Michael Ruffin,71,13.7,2.2,0.8,1.9,0.0,0.0,0.6,1.2,1.6,1.9,0.6,0.4,0.4,0.8,1
Chris Herren,45,13.3,3.1,1.0,2.8,0.5,1.5,0.6,0.9,0.3,0.9,2.5,0.3,0.0,0.9,0
Quincy Lewis,74,12.1,3.8,1.5,4.0,0.3,0.9,0.5,0.7,0.6,0.9,0.5,0.3,0.2,0.6,0
Ryan Bowen,52,11.3,2.5,0.9,2.3,0.0,0.2,0.7,1.0,1.4,0.8,0.4,0.8,0.3,0.3,1
Cal Bowdler,46,9.2,2.7,1.1,2.5,0.0,0.0,0.5,0.8,0.5,1.4,0.3,0.3,0.2,0.5,0
Scott Padgett,47,9.2,2.6,0.9,3.0,0.3,0.9,0.4,0.6,0.5,1.4,0.5,0.3,0.2,0.5,1
Nerlens Noel,75,30.8,9.9,4.0,8.7,0.0,0.0,1.9,3.1,2.5,5.7,1.7,1.8,1.9,1.9,0
Roy Rogers,40,8.9,2.2,0.9,2.2,0.0,0.0,0.5,1.0,0.8,1.2,0.2,0.1,0.9,0.3,0
William Avery,59,8.2,2.6,0.9,3.1,0.3,1.1,0.4,0.6,0.1,0.5,1.5,0.2,0.0,0.7,0
Milt Palacio,53,7.4,2.0,0.8,1.8,0.0,0.0,0.4,0.7,0.3,0.6,0.9,0.4,0.0,0.8,1
Devean George,49,7.0,3.2,1.1,2.9,0.3,1.0,0.6,0.8,0.6,0.9,0.2,0.2,0.1,0.4,1
Lari Ketner,22,6.0,1.5,0.6,1.5,0.0,0.0,0.4,0.5,0.5,1.0,0.0,0.2,0.1,0.5,0
Jason Williams,50,36.1,12.8,4.6,12.3,2.0,6.5,1.6,2.1,0.3,2.8,6.0,1.9,0.0,2.9,1
Vince Carter,50,35.2,18.3,6.9,15.3,0.4,1.3,4.1,5.4,1.9,3.8,3.0,1.1,1.5,2.2,1
Mike Bibby,50,35.2,13.2,5.2,12.1,0.3,1.5,2.5,3.4,0.6,2.1,6.5,1.6,0.1,2.9,1
Paul Pierce,48,34.0,16.5,5.9,13.5,1.8,4.3,2.9,4.1,2.4,4.0,2.4,1.7,1.0,2.4,1
Elfrid Payton,82,30.4,8.9,3.7,8.6,0.1,0.5,1.4,2.6,1.3,3.0,6.5,1.7,0.2,2.5,0
Michael Dickerson,50,31.2,10.9,4.3,9.2,1.4,3.3,0.9,1.4,0.5,1.1,1.9,0.5,0.2,1.3,1
Jamie Feick,28,30.4,6.3,2.4,4.8,0.0,0.0,1.5,2.1,4.0,6.3,0.9,0.9,0.6,1.2,1
Jamie Feick,41,15.2,3.7,1.4,3.8,0.1,0.3,0.8,1.6,2.0,3.2,0.6,0.4,0.3,0.8,1
Cuttino Mobley,49,29.7,9.9,3.5,8.3,1.1,3.0,1.8,2.2,0.4,1.8,2.5,0.9,0.5,1.6,1
Tyrone Nesby,50,25.8,10.1,3.6,8.1,0.7,1.9,2.1,2.7,1.1,2.4,1.6,1.5,0.4,1.1,0
Antawn Jamison,47,22.5,9.6,3.8,8.4,0.1,0.2,1.9,3.3,2.8,3.6,0.7,0.8,0.3,1.4,1
Matt Harpring,50,22.3,8.2,3.0,6.4,0.2,0.5,2.0,2.9,1.8,2.5,0.9,0.6,0.1,1.5,1
Jabari Parker,25,29.5,12.3,5.2,10.5,0.2,0.6,1.8,2.6,2.0,3.5,1.7,1.2,0.2,1.9,0
Larry Hughes,50,19.8,9.1,3.4,8.3,0.2,1.0,2.1,3.0,1.7,2.1,1.5,0.9,0.3,1.4,1
Robert Traylor,49,16.0,5.3,2.2,4.1,0.0,0.0,0.9,1.6,1.6,2.1,0.8,0.9,0.9,0.9,1
Michael Doleac,49,15.9,6.2,2.6,5.4,0.0,0.0,1.1,1.6,1.3,1.7,0.4,0.4,0.3,0.5,1
Cory Carr,42,14.9,4.1,1.7,5.1,0.1,0.7,0.6,0.8,0.2,1.0,1.6,0.5,0.2,1.1,0
Keon Clark,28,14.6,3.3,1.3,2.9,0.0,0.0,0.8,1.3,1.3,2.1,0.4,0.4,1.1,0.8,1
Damon Jones,24,14.3,5.2,1.8,5.0,1.0,2.6,0.6,0.7,0.3,1.6,1.8,0.5,0.0,0.7,1
Pat Garrity,39,13.8,5.6,2.2,4.4,0.2,0.5,1.0,1.4,0.7,1.3,0.5,0.2,0.1,0.5,1
Marcus Smart,67,27.0,7.8,2.6,7.1,1.4,4.1,1.2,1.9,0.9,2.4,3.1,1.5,0.3,1.3,0
Bryce Drew,34,13.0,3.5,1.4,3.8,0.5,1.4,0.2,0.2,0.1,0.9,1.5,0.3,0.1,0.9,1
Jelani McCoy,26,12.7,5.1,2.2,2.9,0.0,0.0,0.8,1.6,1.0,2.0,0.2,0.4,0.8,0.4,1
Brad Miller,38,12.3,6.3,2.1,3.6,0.0,0.1,2.1,2.7,0.9,2.2,0.6,0.2,0.5,0.8,1
Ricky Davis,46,12.1,4.5,1.8,4.3,0.0,0.3,1.0,1.3,0.9,1.0,1.3,0.7,0.1,1.2,1
J.R. Henderson,30,11.0,3.2,1.2,3.2,0.1,0.2,0.8,1.5,0.7,0.9,0.7,0.3,0.1,0.6,0
Corey Benjamin,31,10.3,3.8,1.4,3.8,0.1,0.5,0.9,1.3,0.5,0.8,0.3,0.3,0.3,0.7,0
Roshown McLeod,34,10.2,4.8,1.8,4.8,0.0,0.3,1.1,1.3,0.4,1.1,0.4,0.1,0.0,0.7,0
Earl Boykins,22,10.0,3.0,1.4,3.6,0.1,0.8,0.1,0.1,0.3,0.5,1.5,0.3,0.0,0.9,1
Toby Bailey,27,9.2,2.9,1.3,3.2,0.0,0.2,0.3,0.5,0.9,1.1,0.5,0.3,0.1,0.4,0
Marlon Garnett,24,8.5,2.1,0.6,2.1,0.3,1.0,0.6,0.8,0.1,0.8,0.8,0.2,0.0,0.5,0
Jordan Clarkson,59,25.0,11.9,4.5,10.1,0.6,2.1,2.2,2.7,0.9,2.3,3.5,0.9,0.2,1.6,0
Andrae Patterson,35,8.1,3.3,1.2,2.8,0.0,0.1,0.8,1.0,0.9,1.0,0.4,0.5,0.2,0.6,0
Gerald Brown,33,7.2,2.4,1.0,2.7,0.1,0.3,0.3,0.4,0.2,0.5,0.9,0.1,0.0,0.7,0
Ruben Patterson,24,6.0,2.7,0.9,2.1,0.0,0.3,0.9,1.3,0.7,0.5,0.1,0.2,0.1,0.5,1
Nazr Mohammed,26,4.7,1.6,0.6,1.6,0.0,0.0,0.5,0.8,0.7,0.7,0.1,0.2,0.1,0.5,1
Keith Van Horn,62,37.5,19.7,7.2,16.9,1.1,3.6,4.2,4.9,2.3,4.3,1.7,1.0,0.4,2.6,1
Ron Mercer,80,33.3,15.3,6.4,14.3,0.0,0.4,2.4,2.8,1.4,2.1,2.2,1.6,0.2,1.6,1
Brevin Knight,80,31.0,9.0,3.3,7.4,0.0,0.1,2.5,3.1,0.8,2.3,8.2,2.5,0.2,2.4,1
Cedric Henderson,82,30.8,10.1,4.2,8.8,0.0,0.0,1.7,2.3,0.9,3.1,2.0,1.2,0.6,2.0,1
Bobby Jackson,68,30.0,11.6,4.6,11.6,0.3,1.2,2.2,2.7,1.1,3.3,4.7,1.5,0.2,2.7,1
Zach LaVine,77,24.7,10.1,3.7,8.8,0.7,2.2,1.9,2.3,0.4,2.4,3.6,0.7,0.1,2.5,0
Anthony Johnson,77,29.4,7.5,2.9,7.9,0.5,1.7,1.0,1.4,0.7,1.6,4.3,0.8,0.1,1.6,1
Derek Anderson,66,27.9,11.7,3.6,8.9,0.3,1.3,4.2,4.8,0.8,2.0,3.4,1.3,0.2,1.9,1
Chauncey Billups,80,27.7,11.2,3.5,9.4,1.3,4.1,2.8,3.3,0.8,1.6,3.9,1.3,0.1,2.2,1
Antonio Daniels,74,26.4,7.8,3.1,7.4,0.1,0.7,1.5,2.3,0.3,1.6,4.5,0.7,0.1,2.2,1
Eric Washington,66,23.3,7.7,3.0,7.5,0.7,2.1,1.0,1.3,0.7,1.2,1.2,0.8,0.4,1.1,0
Tony Battie,65,23.2,8.4,3.6,8.1,0.0,0.2,1.1,1.6,2.1,3.3,0.9,0.8,1.1,1.5,1
Tim Thomas,77,23.1,11.0,4.0,8.9,0.8,2.2,2.2,3.0,1.4,2.4,1.2,0.7,0.2,1.5,1
Danny Fortson,80,22.6,10.2,3.5,7.6,0.0,0.0,3.3,4.2,2.3,3.3,1.0,0.6,0.4,2.0,1
Maurice Taylor,71,21.3,11.5,4.5,9.5,0.0,0.0,2.4,3.4,1.7,2.5,0.7,0.5,0.6,1.5,1
Lawrence Funderburke,52,21.0,9.5,3.7,7.5,0.0,0.1,2.1,3.1,1.5,3.0,1.2,0.4,0.3,1.2,1
Alvin Williams,54,19.8,6.0,2.3,5.2,0.2,0.5,1.2,1.7,0.4,1.1,1.9,0.7,0.1,1.1,1
Rodrick Rhodes,58,18.4,5.8,1.9,5.3,0.0,0.1,1.9,3.1,0.5,0.7,1.9,1.1,0.2,1.7,0
Tracy McGrady,64,18.4,7.0,2.8,6.2,0.2,0.6,1.2,1.7,1.6,2.6,1.5,0.8,0.9,1.0,1
Rick Brunson,38,16.4,4.3,1.3,3.7,0.6,1.6,1.1,1.6,0.4,1.1,2.6,0.7,0.1,1.4,1
Jerald Honeycutt,38,13.9,6.4,2.4,5.8,0.8,2.0,0.9,1.5,0.7,1.7,0.9,0.5,0.2,1.3,0
Kelvin Cato,74,13.6,3.8,1.3,3.1,0.0,0.0,1.2,1.7,1.2,2.2,0.3,0.4,1.3,0.6,1
Domantas Sabonis,34,21.1,6.4,2.6,6.0,1.0,2.4,0.1,0.2,0.5,3.1,1.3,0.6,0.5,1.1,0
Adreian Payne,32,23.1,6.7,2.8,6.9,0.0,0.3,0.9,1.4,1.5,3.6,0.9,0.6,0.3,1.4,0
Keith Closs,58,12.8,4.0,1.6,3.6,0.0,0.0,0.8,1.3,1.1,1.8,0.3,0.2,1.4,0.7,0
Kevin Ollie,35,12.3,3.5,1.1,2.8,0.0,0.0,1.4,2.0,0.3,0.9,1.9,0.4,0.0,1.3,1
Bubba Wells,39,10.1,3.3,1.2,3.0,0.0,0.2,0.8,1.1,0.6,1.2,0.9,0.4,0.1,0.8,0
John Thomas,54,9.9,2.8,1.0,2.1,0.0,0.0,0.8,1.0,0.9,1.1,0.3,0.4,0.2,0.8,1
Travis Williams,39,9.4,3.5,1.4,3.1,0.0,0.0,0.6,1.2,1.4,1.0,0.5,0.5,0.1,0.8,0
Jacque Vaughn,45,9.3,3.1,1.0,2.7,0.1,0.2,1.1,1.5,0.1,0.8,1.9,0.2,0.0,1.2,1
Chris Garner,38,7.7,1.4,0.6,1.8,0.1,0.4,0.1,0.2,0.2,0.4,1.2,0.6,0.1,0.7,0
Chris Crawford,40,6.4,3.8,1.2,2.8,0.0,0.1,1.4,1.7,0.5,0.5,0.2,0.3,0.2,0.5,1
Anthony Parker,37,5.3,1.9,0.7,1.7,0.2,0.8,0.4,0.5,0.2,0.5,0.5,0.3,0.1,0.3,1
Allen Iverson*,76,40.1,23.5,8.2,19.8,2.0,6.0,5.0,7.2,1.5,2.6,7.5,2.1,0.3,4.4,1
Kerry Kittles,82,36.7,16.4,6.2,14.5,1.9,5.1,2.1,2.8,1.3,2.6,3.0,1.9,0.4,1.6,1
Antoine Walker,82,36.2,17.5,7.0,16.5,0.6,1.9,2.8,4.5,3.5,5.5,3.2,1.3,0.7,2.8,1
Shareef Abdur-Rahim,80,35.0,18.7,6.9,15.2,0.1,0.3,4.8,6.5,2.7,4.2,2.2,1.0,1.0,2.8,1
Stephon Marbury,67,34.7,15.8,5.3,13.0,1.5,4.3,3.7,5.0,0.8,1.9,7.8,1.0,0.3,3.1,1
Ray Allen,82,30.9,13.4,4.8,11.1,1.4,3.6,2.5,3.0,1.2,2.8,2.6,0.9,0.1,1.8,1
Marcus Camby,63,30.1,14.8,6.0,12.3,0.0,0.2,2.9,4.2,2.1,4.2,1.5,1.1,2.1,2.1,1
Matt Maloney,82,29.1,9.4,3.3,7.5,1.9,4.6,0.9,1.1,0.2,1.7,3.7,1.0,0.0,1.5,1
Lorenzen Wright,77,25.1,7.3,3.1,6.4,0.0,0.1,1.1,1.9,2.7,3.4,0.6,0.6,0.8,1.0,1
K.J. McDaniels,62,21.8,7.9,2.8,7.0,0.7,2.4,1.6,2.1,1.0,2.2,1.2,0.7,1.1,1.7,0
Dean Garrett,68,24.5,8.0,3.3,5.7,0.0,0.0,1.4,2.0,2.2,5.1,0.6,0.6,1.4,0.5,1
Chris Robinson,41,16.6,4.6,1.7,4.4,0.8,2.2,0.4,0.6,0.6,1.2,1.6,0.7,0.2,0.8,0
Shandon Anderson,65,16.4,5.9,2.3,4.9,0.4,0.7,1.0,1.5,0.8,2.0,0.8,0.4,0.1,1.1,1
Travis Knight,71,16.3,4.8,2.0,3.9,0.0,0.0,0.9,1.4,1.8,2.7,0.5,0.4,0.8,0.7,1
Kobe Bryant,71,15.5,7.6,2.5,5.9,0.7,1.9,1.9,2.3,0.7,1.2,1.3,0.7,0.3,1.6,1
Randy Livingston,64,15.3,3.9,1.6,3.6,0.1,0.3,0.7,1.0,0.5,1.0,2.4,0.6,0.2,1.6,1
Othella Harrington,57,15.1,4.8,2.0,3.6,0.0,0.1,0.9,1.4,1.3,2.2,0.3,0.2,0.4,1.0,1
Erick Dampier,72,14.6,5.1,1.8,4.7,0.0,0.0,1.5,2.3,1.3,2.8,0.6,0.3,1.0,1.2,1
Rodney Hood,50,21.3,8.7,3.1,7.5,1.2,3.4,1.2,1.6,0.2,2.2,1.7,0.6,0.2,0.9,0
Tony Delk,61,14.2,5.4,2.0,4.2,0.9,1.8,0.7,0.8,0.5,1.1,1.6,0.6,0.1,1.1,1
Samaki Walker,43,14.0,5.0,1.9,4.3,0.0,0.0,1.1,1.7,1.1,2.3,0.4,0.3,0.5,0.9,1
Todd Fuller,75,12.7,4.1,1.5,3.5,0.0,0.0,1.0,1.5,1.4,1.9,0.3,0.1,0.3,0.7,1
John Wallace,68,11.6,4.8,1.8,3.5,0.0,0.1,1.2,1.6,0.8,1.5,0.5,0.3,0.4,1.1,1
Derek Fisher,80,11.5,3.9,1.3,3.3,0.3,0.9,1.0,1.5,0.3,0.9,1.5,0.5,0.1,0.9,1
Ray Owes,57,10.4,3.1,1.3,3.2,0.0,0.1,0.5,0.8,1.1,1.7,0.3,0.3,0.3,0.4,0
Jermaine O'Neal,45,10.2,4.1,1.5,3.4,0.0,0.0,1.0,1.7,0.9,1.9,0.2,0.0,0.6,0.6,1
Malik Rose,54,9.7,3.0,1.1,2.4,0.0,0.0,0.7,1.1,1.3,1.7,0.6,0.5,0.3,0.8,1
Brett Szabo,70,9.5,2.2,0.8,1.7,0.0,0.0,0.6,0.9,0.8,1.6,0.2,0.2,0.5,0.6,0
Jerami Grant,65,21.2,6.3,1.9,5.4,0.8,2.4,1.8,3.0,0.8,2.3,1.2,0.6,1.1,1.3,0
Darvin Ham,36,8.8,2.3,0.9,1.7,0.0,0.0,0.5,1.0,0.8,0.8,0.4,0.3,0.2,0.6,1
Steve Hamer,35,7.7,2.2,0.9,1.6,0.0,0.1,0.5,0.8,0.5,1.2,0.2,0.1,0.1,0.4,0
Walter McCarty,35,5.5,1.8,0.7,1.9,0.1,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.3,0.5,1
Priest Lauderdale,35,5.1,3.2,1.4,2.5,0.0,0.0,0.4,0.7,0.5,0.8,0.3,0.0,0.3,1.1,0
Damon Stoudamire,70,40.9,19.0,6.9,16.1,1.9,4.8,3.4,4.2,0.8,3.2,9.3,1.4,0.3,3.8,1
Michael Finley,82,39.2,15.0,5.7,11.9,0.7,2.3,3.0,3.9,1.7,2.9,3.5,1.0,0.4,1.6,1
Jerry Stackhouse,72,37.5,19.2,6.3,15.2,1.3,4.1,5.4,7.2,1.3,2.4,3.9,1.1,1.1,3.5,1
Joe Smith,82,34.4,15.3,5.7,12.5,0.1,0.3,3.7,4.8,3.7,5.1,1.0,1.0,1.6,1.7,1
Bryant Reeves,77,31.9,13.3,5.2,11.4,0.0,0.0,2.8,3.9,2.3,5.1,1.4,0.6,0.7,2.0,1
Tyus Edney,80,31.0,10.8,3.8,9.3,0.7,1.8,2.5,3.2,0.8,1.7,6.1,1.1,0.0,2.4,0
Antonio McDyess,76,30.0,13.4,5.6,11.6,0.0,0.1,2.2,3.2,3.0,4.5,1.0,0.7,1.5,2.0,1
Kevin Garnett,80,28.7,10.4,4.5,9.2,0.1,0.4,1.3,1.9,2.2,4.1,1.8,1.1,1.6,1.4,1
Rasheed Wallace,65,27.5,10.1,4.2,8.7,0.4,1.3,1.2,1.8,1.4,3.2,1.3,0.7,0.8,1.6,1
Brent Barry,79,24.0,10.1,3.6,7.6,1.6,3.7,1.4,1.7,0.5,1.6,2.9,1.2,0.3,1.5,1
Eric Williams,64,23.0,10.7,3.8,8.5,0.0,0.2,3.1,4.7,1.4,2.0,1.1,0.9,0.2,1.4,1
Kurt Thomas,74,22.4,9.0,3.7,7.4,0.0,0.0,1.6,2.4,1.6,4.3,0.6,0.6,0.5,1.3,1
Ashraf Amaya,54,20.4,6.3,2.2,4.7,0.0,0.0,1.8,2.8,2.1,3.5,0.6,0.4,0.2,1.1,0
Alan Henderson,79,17.9,6.4,2.4,5.5,0.0,0.0,1.5,2.5,2.1,2.4,0.6,0.6,0.5,1.1,1
Gary Trent,69,17.7,7.5,3.2,6.2,0.0,0.1,1.1,2.0,1.2,2.2,0.7,0.4,0.2,1.3,1
Loren Meyer,72,17.6,5.0,2.0,4.6,0.0,0.2,1.0,1.4,1.6,2.8,0.8,0.3,0.4,0.9,0
Theo Ratliff,75,17.4,4.5,1.7,3.1,0.0,0.0,1.1,1.6,1.5,2.5,0.2,0.2,1.6,0.8,1
Anthony Goldwire,42,14.8,5.5,1.8,4.5,0.8,2.0,1.1,1.4,0.2,0.8,2.7,0.4,0.0,1.5,1
Bob Sura,79,14.6,5.3,1.9,4.6,0.3,1.0,1.3,1.8,0.4,1.3,2.9,0.7,0.3,1.5,1
Don Reid,69,14.4,3.8,1.5,2.7,0.0,0.0,0.7,1.1,1.1,1.8,0.2,0.7,0.6,0.6,1
Jimmy King,62,14.0,4.5,1.8,4.1,0.1,0.5,0.9,1.2,0.7,1.1,1.4,0.3,0.2,1.0,0
Shawn Respert,62,13.6,4.9,1.8,4.7,0.7,2.0,0.6,0.7,0.5,0.7,1.1,0.5,0.1,0.7,0
Shabazz Napier,51,19.8,5.1,1.7,4.5,0.8,2.3,0.9,1.1,0.3,1.9,2.5,0.8,0.1,1.6,0
Cherokee Parks,64,13.6,3.9,1.6,3.9,0.1,0.4,0.6,1.0,1.0,2.3,0.5,0.4,0.5,0.5,1
Lawrence Moten,44,13.0,6.6,2.5,5.6,0.4,1.3,1.1,1.7,0.8,0.6,1.1,0.7,0.2,1.0,0
Greg Ostertag,57,11.6,3.6,1.5,3.2,0.0,0.0,0.6,0.9,1.0,2.1,0.1,0.1,1.1,0.4,1
Corliss Williamson,53,11.5,5.6,2.4,5.1,0.0,0.1,0.9,1.6,1.1,1.1,0.4,0.2,0.2,1.4,1
Terrence Rencher,36,11.3,2.9,0.9,2.8,0.3,0.8,0.9,1.3,0.3,1.0,1.5,0.4,0.1,1.2,0
Chris Carr,60,9.8,4.0,1.5,3.6,0.2,0.7,0.8,1.0,0.5,1.3,0.7,0.2,0.1,0.7,1
Travis Best,59,9.7,3.7,1.2,2.8,0.1,0.4,1.3,1.5,0.2,0.6,1.6,0.3,0.1,1.1,1
Jason Caffey,57,9.6,3.2,1.2,2.8,0.0,0.0,0.7,1.2,0.9,1.1,0.4,0.2,0.1,0.8,1
Elijah Millsap,47,19.7,5.3,1.7,5.1,0.6,1.9,1.2,1.8,0.6,2.6,1.2,1.2,0.3,1.4,0
Eric Snow,43,9.0,2.7,1.0,2.3,0.0,0.2,0.7,1.1,0.2,0.8,1.7,0.7,0.0,0.9,1
Jerome Allen,41,8.8,2.6,0.9,2.6,0.2,0.8,0.6,0.9,0.1,0.5,1.2,0.5,0.1,0.8,0
Junior Burrough,61,8.1,3.1,1.0,2.8,0.0,0.0,1.0,1.5,0.7,1.0,0.2,0.3,0.2,0.7,0
Lou Roe,49,7.6,1.8,0.7,1.8,0.0,0.2,0.5,0.7,0.6,1.0,0.3,0.2,0.2,0.3,0
Marques Bragg,53,7.0,2.5,1.0,2.3,0.0,0.0,0.4,0.8,0.7,0.8,0.2,0.3,0.1,0.5,0
Todd Mundt,33,4.6,1.1,0.5,1.2,0.0,0.0,0.2,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0
Grant Hill,70,38.3,19.9,7.3,15.2,0.1,0.4,5.3,7.3,1.8,4.6,5.0,1.8,0.9,2.9,1
Glenn Robinson,80,37.0,21.9,8.0,17.6,1.1,3.4,5.0,6.2,2.1,4.3,2.5,1.4,0.3,3.9,0
Juwan Howard,65,36.1,17.0,7.0,14.3,0.0,0.1,3.0,4.5,2.8,5.6,2.5,0.8,0.2,2.5,1
Tarik Black,63,19.0,6.0,2.5,4.3,0.0,0.0,1.0,1.9,2.3,3.6,0.7,0.3,0.4,0.8,0
Jason Kidd,79,33.8,11.7,4.2,10.8,0.9,3.3,2.4,3.5,1.9,3.5,7.7,1.9,0.3,3.2,1
Lamond Murray,81,31.6,14.1,5.4,13.5,0.8,2.7,2.5,3.3,1.6,2.7,1.6,0.9,0.7,2.0,1
Eddie Jones,64,31.0,14.0,5.3,11.6,1.4,3.8,1.9,2.6,1.2,2.7,2.0,2.0,0.6,1.2,1
Eric Montross,78,29.7,10.0,3.9,7.4,0.0,0.0,2.1,3.4,2.5,4.7,0.5,0.4,0.8,1.4,1
Donyell Marshall,72,29.0,12.6,4.8,12.2,1.0,3.4,2.0,3.1,1.9,3.7,1.5,0.6,1.2,1.6,1
Brian Grant,80,28.6,13.2,5.2,10.1,0.0,0.1,2.9,4.5,2.6,4.9,1.2,0.6,1.4,2.0,1
Sharone Wright,79,25.9,11.4,4.6,9.8,0.0,0.1,2.3,3.6,2.4,3.6,0.6,0.5,1.3,1.9,0
Wesley Person,78,23.1,10.4,4.0,8.2,1.5,3.4,1.0,1.3,0.9,1.7,1.3,0.6,0.3,1.0,1
Clifford Rozier,66,22.6,6.8,2.9,5.9,0.0,0.1,1.0,2.3,3.0,4.3,0.7,0.5,0.6,1.4,0
Jalen Rose,81,22.2,8.2,2.8,6.2,0.4,1.4,2.1,2.9,0.7,2.0,4.8,0.8,0.3,2.0,1
Tyler Johnson,32,18.8,5.9,2.2,5.2,0.6,1.5,1.0,1.5,0.4,2.1,1.3,1.0,0.3,0.9,0
Khalid Reeves,67,21.8,9.2,3.1,6.9,1.0,2.6,2.1,2.9,0.8,2.0,4.3,1.1,0.1,2.0,1
Chris Childs,53,19.3,5.8,2.0,5.3,0.8,2.4,1.0,1.4,0.3,1.0,4.1,0.8,0.1,1.4,1
Aaron McKie,45,18.4,6.5,2.6,5.8,0.2,0.6,1.1,1.6,0.8,2.1,2.0,0.8,0.4,0.9,1
Ryan Lorthridge,37,18.2,7.4,2.9,6.0,0.1,0.4,1.5,2.4,0.6,1.3,2.7,0.8,0.0,1.5,0
Derrick Alston,64,16.1,4.7,1.9,4.0,0.0,0.1,0.9,1.9,1.5,1.9,0.5,0.6,0.6,0.8,0
Anthony Tucker,62,15.8,3.9,1.5,3.4,0.0,0.0,0.8,1.3,0.7,2.0,1.1,0.7,0.2,0.9,0
Greg Minor,63,15.0,6.0,2.5,4.8,0.0,0.2,1.0,1.2,0.8,1.4,1.0,0.5,0.3,0.7,1
Eric Piatkowski,81,14.9,7.0,2.5,5.6,0.9,2.4,1.1,1.4,0.8,0.9,1.0,0.5,0.2,0.8,1
B.J. Tyler,55,14.7,3.5,1.3,3.4,0.3,0.9,0.6,0.9,0.2,0.9,3.2,0.7,0.0,1.8,0
